CD44,TOP2A,SAMSN1,RBM47,CORO1A,ZC3HAV1,HLAA,group
6.141804993,4.156757215,4.620674596,5.333470995,6.378288812,4.369003019,11.17435229,0
6.998553732,5.073923217,6.071933259,6.228090126,7.936832741,5.470305534,11.79881163,1
6.322931772,5.160764182,4.64313949,4.842683555,5.823919748,4.612146053,11.38520862,0
7.118204493,4.90508582,6.429190367,6.536875319,7.149234615,4.898224475,11.97794835,0
6.148887039,4.806042977,5.667191022,6.364327761,6.231769013,4.352538891,10.57363529,0
8.18884245,6.573442783,7.92202404,7.479462976,8.91520962,5.981003894,13.15940617,1
6.63046692,4.936248471,4.688867567,5.157572199,6.786226223,4.713600974,11.38132389,0
8.850715221,8.00920275,9.033219961,8.734650018,8.874169524,6.551886488,13.59824487,1
7.308850208,5.706584034,6.670470616,6.502449656,7.226374131,5.862880492,12.22140057,1
6.847563361,4.741461733,5.6622055,5.998416813,6.771786805,4.343488668,10.67780532,0
5.643740593,4.565432941,4.668573501,5.848228959,6.09766167,4.43349336,11.06487479,0
5.617360251,4.134952912,5.000971245,5.6084192,6.196811325,4.406600775,11.1781984,0
7.171855873,5.397845713,6.718254211,6.213306627,7.631622028,4.907563344,12.00129242,1
6.828291733,4.900387291,6.549244152,6.570784071,8.214479673,5.469012333,11.98021632,1
4.603905023,4.239968474,4.22147049,5.089614214,6.925446399,4.107324317,10.57409476,0
6.918786721,5.6419245,5.584746022,6.140941932,7.705880304,5.164847293,11.76306458,1
6.038454292,4.18894944,4.992998042,5.91143438,6.734287555,4.036993658,10.65588357,0
5.719612397,4.380538581,3.859371085,4.661503298,5.728158464,4.038450843,11.23174783,0
5.8446872,4.106735268,5.414565295,5.844798024,6.47623647,4.77237863,11.35305047,0
8.345180364,6.36789329,8.023130588,7.747980626,8.71209673,6.03852571,12.46608467,1
6.375199654,4.562787438,5.377416752,6.102486736,6.648264388,4.729263654,10.21313178,0
6.878359874,5.451293572,6.225223088,6.577256614,6.855702721,5.09952123,11.24096113,0
7.383859876,6.412651531,7.817640405,7.660916624,8.380843972,6.100811718,12.89447206,1
4.503026686,4.257278457,3.580530451,4.400707108,6.183657083,4.255890947,10.62352979,0
6.915636479,5.887849683,5.276855405,5.753586335,6.72387375,4.255777741,11.23804411,0
6.313277923,5.181952714,5.404991485,5.911224745,7.068091845,4.545346253,11.13773467,0
6.635335821,7.242271046,5.038936768,6.071701426,5.7439398,4.953140615,10.28967891,0
5.200451044,4.273662096,4.006745932,4.953292607,6.0533728,4.139167636,10.89871662,0
5.781654046,4.283065879,3.767805837,5.312421464,5.929344509,4.612651716,9.875447435,0
8.459512676,7.375513487,7.783644352,8.376005867,8.535187634,6.352211776,11.2936615,1
10.20644602,9.15128238,9.81174562,10.19030576,9.931272982,6.553012914,12.01383081,0
7.20751938,5.23809852,6.159594129,7.079053983,6.633862724,4.641475936,10.86740895,0
7.519800937,7.961386693,6.571395897,6.660837742,7.300457358,5.070013563,10.97600815,0
5.279848154,4.269288744,5.061962163,5.623636776,6.41056493,4.287772599,10.92290417,0
7.842599237,4.848366285,6.964288839,6.383850218,8.627494198,5.693767864,11.55171751,1
7.543773563,5.946944638,6.392447064,6.815615325,8.162843317,5.254669497,12.21944912,1
6.222651017,4.050349579,5.854120889,6.215026948,6.66978327,4.433703849,11.09152603,0
5.356918594,4.697335548,4.833448586,5.794268604,5.701312245,4.490717011,10.47653173,0
6.546985625,6.383950491,4.978794631,5.825067669,6.941350977,5.129917416,11.75258636,0
6.669157127,5.114430959,5.982159902,6.187341542,7.036082227,5.456166964,12.69707194,0
7.451152989,7.523717064,6.445834868,6.498097494,7.785659863,5.47642851,12.30641831,0
5.524045467,4.451035859,4.465618372,5.338097573,5.490615295,4.500144213,10.06035876,0
5.064620735,4.104049967,3.633755661,5.507682594,6.404148989,4.292176943,10.08942155,0
5.444252404,4.735556608,4.804783934,5.670888707,6.24252826,4.161081781,10.25337453,0
6.173758192,6.03072737,5.937694217,5.92533967,6.91939718,4.261453149,11.02529869,0
7.099758882,4.737408492,5.898414098,5.651355226,7.773093241,5.120012397,12.482414,1
9.579116619,8.168500216,8.818687085,7.953539901,10.90428498,7.097080864,12.96707191,1
6.191384799,4.520398589,4.81121179,5.706275667,6.056164993,4.285242815,10.68695991,0
9.081509909,7.669279311,8.294638258,8.425255177,8.817273354,6.647144828,13.34283131,1
7.06372366,5.678599506,6.796336484,6.959457024,7.797519069,6.598133689,11.3792735,1
7.834766902,6.901265519,6.827478126,7.106890397,6.681055121,4.643079293,11.12239929,0
5.967688794,4.243386994,4.768658511,5.514974307,6.468064506,4.19464605,10.74637223,0
8.701831235,7.434002308,7.928749722,7.587750025,8.900256687,6.64973831,12.89176609,1
7.699229144,6.968891803,6.113739868,6.50394342,6.815689789,4.811354912,11.16879087,0
8.138823583,7.559774412,8.390368488,7.766960108,8.931065264,6.317433465,12.38405991,1
6.876121754,5.401467515,6.093504562,6.251113256,7.553901429,4.809028401,11.53994647,1
7.400096298,6.912346882,7.462751393,6.997651929,7.953092134,5.801019429,12.69665193,1
7.537372261,5.682461709,6.449135486,6.106536312,9.578621824,5.716624032,11.50536375,1
5.476904001,4.01505839,4.171634583,5.318929699,6.200408537,4.327029714,10.97015133,0
5.908097723,4.424451618,4.198032767,5.302111913,6.588877617,4.063051601,10.21935033,0
8.266085422,5.860918421,7.707934258,7.308977236,8.663406665,5.309116853,11.43191412,0
4.965323212,3.882160239,3.950315965,5.333134417,5.711573733,4.524035459,10.0779401,0
5.413650056,4.664362101,4.64606389,5.41467294,6.619129828,4.16398155,10.95793964,0
5.270768538,3.948115329,4.694779982,5.890603893,5.934220866,4.179105375,10.04256718,0
8.34044212,6.796510777,7.656514354,7.447664304,8.361313743,5.674607332,12.32503268,1
5.465946965,4.549037391,4.760666812,5.541137737,6.210959797,4.875435241,11.50623027,0
7.944673092,7.504149899,6.094816289,6.086033162,7.044704564,4.641824413,11.5453764,0
7.655062221,5.393314607,7.263452375,7.438643357,8.075853757,5.54296408,11.58775525,1
7.14494297,5.029573988,6.236576539,6.373209893,6.802659306,4.896138236,11.17207053,0
8.991169071,6.74504606,8.382439819,8.109997097,8.269176567,6.649136108,12.38038691,1
6.383692597,5.098022969,4.747489913,5.732783018,6.155020226,4.471737172,11.02597043,0
6.363193493,4.579852397,4.809391417,5.643832979,5.997912821,4.13750887,10.99281085,0
5.660523546,4.144411924,4.636649082,5.580260411,6.483362062,4.338109369,10.6114583,0
5.958335175,5.264572543,5.333117069,6.163885416,6.716534718,4.468856051,11.02597043,0
6.592129885,4.561385739,5.57535366,5.791306079,7.230187989,4.957312607,11.24485721,0
6.338484282,5.451533323,5.567837276,5.854136871,6.539342572,4.182996119,10.35111631,0
6.620588844,4.458821022,4.993741103,5.378115569,6.230389756,4.398187799,11.51528002,0
5.461036722,3.924012619,4.329974143,5.248368352,6.300525154,4.102037325,10.30397184,0
7.683999141,6.19923716,5.928499708,6.549945253,7.472958342,4.821107222,11.14253896,0
7.893223663,6.489798372,6.723813161,6.498814718,8.402191082,4.653467174,11.7133266,1
5.984951015,5.297664629,4.629892773,5.378759496,6.168752324,4.266234358,11.673139,0
8.559659654,7.776964542,7.672469637,7.360473356,8.355515958,5.155030569,11.66653348,0
9.658041836,7.460444042,8.980093317,8.279233491,11.3534294,6.714735938,12.8504599,1
6.282158328,4.495412654,5.176929207,5.097819301,6.321077527,3.952997937,10.49644397,0
5.820482389,4.936445704,4.832569606,5.540431042,6.295271739,4.265910758,10.79875483,0
8.942397832,6.54483956,8.411294913,9.076554919,8.001037358,4.825084584,11.66327828,0
8.710085463,6.887329255,8.881037712,9.470532154,7.665294162,4.97656108,11.673139,0
6.626635151,5.346856331,5.981850206,5.949529541,6.652382841,4.292218708,11.38436443,0
5.819022598,4.327485008,4.80798007,5.526851419,6.247371595,4.007649147,10.64805035,0
7.359444522,6.254202092,6.19490899,6.309637487,7.508679728,4.844357695,11.44499881,0
8.040195907,6.918839761,5.82546268,6.221424536,7.01712906,5.791773234,12.33891049,1
6.614068871,4.543025169,6.04128479,6.051360779,6.748883218,4.671445656,11.53131911,0
6.300520779,5.228111229,5.532862609,5.815661551,6.952577992,4.772658611,11.31489441,1
6.987750701,5.470945392,5.748588785,5.913521292,6.48614476,4.187018127,10.41633884,0
9.695118594,6.327883213,9.937451442,10.76224643,11.97042279,8.961688531,13.02209046,1
6.882687398,5.025529497,5.236844762,6.41199259,7.505453452,5.020638148,11.79236526,1
7.306879405,4.700092097,6.010066357,6.135608757,8.234930118,5.406055596,12.31741536,1
6.24696087,4.429082322,5.46595702,5.45050563,6.545531028,4.141832921,10.90670423,0
8.072208257,6.077385755,6.846601531,6.658045763,7.825745033,5.465930087,12.37057566,1
7.937207708,6.763718931,7.379057824,7.164402292,7.982887846,5.274665638,11.84874113,1
5.690861914,4.543922788,4.942118124,5.684114044,6.331315233,4.412807448,10.12288138,0
10.1516486,7.034867079,8.92004896,9.028159016,9.509921572,6.429365215,12.56979491,1
7.101870935,4.284377555,6.370499492,6.630548805,7.787296674,4.769620732,11.77355905,1
4.278377243,4.237151985,3.772861543,4.78794916,5.799455505,4.176730742,10.21683563,0
6.695145119,4.74742148,6.301245713,5.948719913,6.779879318,5.262674026,11.27442325,1
7.242939156,5.522033159,6.358757373,7.148117384,7.31036453,5.244429897,10.88273671,0
7.123628088,4.392971163,5.744379837,6.423585852,7.587907326,4.708774567,11.20091473,0
7.71208365,5.647806602,5.984295434,6.418390621,6.462036099,5.020602213,11.28950335,0
6.253555074,4.465181732,5.530757922,6.640999446,5.945827903,4.279083192,11.01108357,0
5.36803228,4.258045758,4.522770832,5.54369515,6.288545506,4.517812424,11.02830837,0
5.426154861,4.85110743,4.187531406,5.317928919,5.949159772,4.46323717,10.42097333,0
9.686630574,8.798411918,8.929387542,8.809651063,10.68257095,7.074506261,13.30651423,1
8.048788456,5.969791709,7.209434954,7.505025193,8.537056689,5.518875081,13.0329978,1
10.39869365,8.554433049,7.740239335,9.258315162,8.837738094,6.195520939,12.50004145,0
8.595034792,6.737539604,8.151548883,8.702158801,8.986315319,6.096966387,13.02589044,1
6.948440249,4.950812363,5.174629426,6.167221506,7.788159727,4.793520012,11.76584347,1
6.621912013,4.875151428,6.037176561,6.79341945,7.345883358,4.490794671,10.96016969,0
6.749932632,5.57449613,5.654515434,5.943772006,7.677433788,4.810431818,11.11626162,0
7.371747376,8.166340943,6.709841652,7.027537663,8.432441383,5.826937563,12.91324553,1
9.285206693,8.752146133,8.145352866,8.728536108,8.982472839,5.847936393,11.95819987,0
8.319645278,7.800363967,7.642922183,7.48825768,8.83027204,5.694949292,12.47109198,1
7.247677423,6.245428954,6.224299214,7.059789768,8.651688873,5.034076355,11.87748948,1
8.768247725,6.385561991,8.187762552,7.808275831,10.84657971,6.880816993,13.19225305,1
9.192266967,8.25906395,9.2651779,9.188050098,10.258245,7.021360903,13.24504382,1
6.287489011,5.050202508,5.199929606,5.65272528,6.211782222,3.816354342,11.2062436,0
6.008530742,4.264388075,4.733928961,5.715755053,6.570239267,4.433939425,10.53562177,0
6.183017357,5.449745033,6.149383682,5.810715806,7.252445899,4.95658103,12.10554539,1
5.856247921,4.738186084,5.414329961,5.89351983,6.516574052,4.103492687,10.39439564,0
6.884893938,5.208664852,5.872045516,5.926843224,8.167254775,4.652619311,11.62198447,1
6.828832409,5.238786595,5.809849954,6.524108609,7.932052648,5.386129167,12.21304214,1
5.991371542,4.21284067,4.43257106,4.90758455,6.998832223,4.037726069,10.24483928,0
5.794209782,4.099046724,4.990358823,5.407909919,7.166303533,4.58341048,12.09971766,0
4.736645201,4.213093323,3.564781056,4.517786516,6.100418977,4.123351785,11.11204803,0
5.264350992,4.117830381,4.060014989,4.968095439,6.516913617,4.044455036,10.99321355,0
6.170544815,4.993220135,4.074325046,5.136415784,5.925443536,4.564560222,11.29339362,0
5.544470288,4.134007877,4.400920195,5.219618789,5.979588897,3.589535828,10.57438933,0
7.468450554,6.872692657,6.040626248,6.097503844,8.155778566,5.07616009,11.81269081,1
6.531429086,4.382700536,4.695410514,5.640746158,7.004494356,4.499583509,11.14257147,0
6.307367245,4.942530545,5.066752635,5.977979399,6.353958161,4.262732697,10.71839878,0
5.221072052,4.49970534,4.446113915,5.019553322,6.913406684,4.637004161,11.96327815,0
5.471183295,4.450362075,5.268203472,6.360948344,7.960383361,3.81124112,10.27845828,0
5.073681781,4.417959501,4.141386451,5.345326467,6.507443846,3.963364686,10.69381761,0
7.943614036,5.75410647,6.955521598,7.124326575,8.21883066,4.897899917,11.73523045,1
7.702853868,6.893847374,6.75253817,6.959373282,8.135018713,5.342403665,12.85023513,1
6.79120815,4.978417602,6.960002095,6.733946988,7.968954923,4.822253113,12.45754526,1
6.349880442,4.301301892,4.434950829,4.710625174,6.332800119,4.089309504,11.19522537,0
7.257212154,4.569633689,5.859193852,6.41667431,7.070486761,4.899267651,11.55564105,0
6.003633499,4.367474522,4.952583606,5.345999042,6.812366197,3.948233904,11.36072945,0
8.378702304,7.353310826,7.294386049,8.068656909,9.239231126,5.779074598,13.13262561,1
5.941730661,4.58354603,4.457674804,5.13405706,6.31553284,4.351139574,10.5051398,0
5.644272843,4.041042733,4.288983638,5.47421309,6.691000758,3.892223035,11.1081654,0
4.968951277,5.291612633,3.744765627,4.814658201,5.643961691,3.802044871,10.37390513,0
6.215914976,4.320573646,4.561157349,4.967971712,6.032069107,4.262252292,11.22299457,0
7.911876428,6.729040201,7.205398695,7.723700561,8.045894147,5.238434564,11.70717035,0
7.321830773,6.755363254,6.12374367,6.107607733,6.839645891,4.418447198,11.4533208,0
9.871241528,6.064483891,8.520514214,7.519345925,11.62510394,6.851697227,12.24099361,1
6.462288525,4.391963908,5.118554787,5.929016686,7.335491718,4.062201599,11.5604258,0
6.329115241,4.879225247,5.514066176,5.825862873,6.996464984,4.129738391,10.49946663,0
7.296142179,4.63216573,6.629703748,7.31767193,7.725445841,5.786464116,11.72802164,1
6.666545698,5.167135053,6.168861549,6.848972829,7.791817505,4.921373437,11.48219464,1
7.448285408,5.815102676,6.159845403,6.457362487,7.773945753,4.981987135,11.50391684,1
6.342840339,4.024452782,4.657507254,5.59043857,6.241353988,4.135905988,11.10652327,0
8.738634693,6.653256952,8.641117728,7.462189388,9.338396417,6.002668245,12.95661985,1
6.428752332,5.615893379,5.434877799,6.06589622,7.262656087,4.463700638,11.36048124,1
4.637490907,4.590608586,3.991561642,5.131395474,6.230897629,3.771511978,9.734160028,0
6.67020948,4.390767466,5.729662484,5.78266578,7.045867962,4.193888441,10.99113843,1
4.478590305,4.576900121,3.707572981,4.958356895,7.267293664,4.362377736,11.10633879,0
5.034396391,5.777735128,4.606595772,5.569043231,6.77877778,4.176880787,10.56099383,0
6.676538549,4.563112992,5.222214947,6.366393763,6.155728757,3.96780338,9.877291875,0
7.799269594,5.720430805,6.902633258,7.874662948,8.682593027,5.798006864,12.01415603,1
4.585240239,4.492583363,4.554578072,5.566827767,7.197774657,4.515167795,11.08134965,0
7.595542493,4.899251792,7.152564776,6.919455355,7.702344958,5.022928571,12.40126385,1
6.495537011,7.54003375,5.015027497,6.200442332,8.706479729,5.393997128,11.89203352,1
5.809126033,5.217939127,5.323857105,5.708447618,6.51614372,4.321063745,10.43190321,0
5.349372036,4.252460451,3.960847837,5.153854962,6.056745791,4.23686348,9.768905533,0
7.191654296,6.330764166,6.411412634,6.231451504,7.632732566,4.842017626,11.48404098,1
6.496566533,5.291199176,6.052094068,6.041174897,8.052485322,5.132141521,12.46597206,1
4.036899788,4.165767474,3.767467526,4.89387198,5.801419277,3.773940494,10.40411369,0
7.583584058,7.901417292,7.177628535,7.293674796,7.915188039,5.737722311,12.22949866,1
8.160161422,6.506722833,7.308047347,7.401042395,8.792847016,5.437277104,11.80899141,1
6.562188694,5.334255566,5.712010228,5.933784568,7.537920743,4.898008111,11.3775927,0
7.078234165,4.506719847,6.718184136,6.554904703,7.922243586,5.129180694,11.59707832,1
6.951604991,5.120310793,6.03523061,5.977540368,8.077766918,5.310380344,12.23333232,1
6.882370315,4.669852587,3.941512825,5.000326567,6.878381808,4.420816087,9.398702603,0
7.188043875,4.477648398,6.289950127,6.226012567,7.986282943,4.849079378,11.86024717,0
5.418307398,4.450580641,5.169735321,5.164516607,7.183506946,4.5260008,11.3759097,0
5.212289183,4.127557578,5.416850208,5.653891449,6.414616242,3.636332121,9.791307542,0
6.384999721,4.638123168,5.667050876,5.799059505,7.528613841,5.144933526,11.15201331,0
5.504142485,5.174629216,4.639138322,5.531317395,6.06010637,4.350525663,9.765282482,0
5.319886683,4.129154352,4.866418186,5.770061728,6.951596897,3.910056059,10.90630376,0
7.199389319,6.148741419,6.903982263,6.750319567,8.232438487,5.069649174,11.54360282,1
6.459300809,5.356848091,5.988149864,6.120753246,6.729453238,4.502301463,10.58547712,0
6.798566869,4.852645853,6.369527004,6.857968462,7.649515727,4.226672911,10.47911961,0
7.333534836,5.765709325,5.975415118,5.912507433,7.053633098,4.475564503,10.68215318,0
6.211881163,4.421892553,5.353141268,6.471899869,6.180279441,4.356254511,10.14196833,0
6.729092625,5.222900971,6.699596952,7.075753262,7.990571526,4.669521762,11.53947419,1
4.843369814,4.34480616,3.949434889,5.109669755,6.24546844,4.211437693,10.56109416,0
6.311625813,4.169722405,5.678828201,5.892273932,6.720510977,4.294207268,11.25239759,0
6.879596725,5.659808695,5.84082664,7.228270541,6.951401282,5.001371832,10.91602757,0
4.933503246,4.450077065,4.06090804,5.100910571,6.411180492,4.1607036,10.28989588,0
10.02798011,9.616198441,9.507976774,10.11526042,10.67621532,6.719813701,11.713967,0
7.194438059,6.46332638,6.520715548,7.042423526,7.647009463,5.036850842,11.31262995,0
6.161997734,4.229857139,5.885614527,6.085739805,8.059979654,4.792119337,11.49350237,1
6.963659954,5.08616792,6.090504351,7.474489497,7.921580701,5.302794576,11.2029041,1
6.290741578,5.417560084,5.854218606,6.503399368,7.783900186,4.70293665,11.41746376,0
6.463160209,5.782698128,5.450546492,5.945064061,7.099811471,4.727730914,10.99235415,0
6.030720283,4.409602615,4.804031501,5.920065613,6.757319982,4.418332963,10.65135319,0
6.689420672,4.744006343,5.833060373,5.890776639,7.399495922,5.172906355,10.9618798,1
5.060203231,4.530038266,3.767286342,5.408891791,6.276217629,3.647922359,10.84388074,0
7.993709708,6.203488741,7.250548059,7.832066538,8.104899863,5.82171142,12.26225949,1
7.18821626,6.215416177,5.618463247,5.640512095,6.325379466,4.877713382,11.33233049,0
5.141770708,4.317518796,4.619108907,5.096306141,5.985872212,4.257452223,10.76447232,0
7.904405554,4.537350775,6.630456654,7.455195056,7.328697141,5.188116757,11.56809669,0
5.058652407,3.891512187,4.171735526,4.890916606,6.022850366,3.958914362,10.69197874,0
5.72302182,4.340286496,4.958788272,5.742642149,6.701303061,4.669760785,11.03799125,1
6.354553869,4.824142079,5.213511423,5.511495025,6.121409873,3.966667337,11.02944033,0
7.628426162,4.783525543,6.664000219,7.111607429,8.173764275,5.221220773,11.70161752,0
6.992295625,5.346849856,6.617361308,6.781857427,7.850391888,4.978509087,11.73709755,1
6.838670966,4.839715423,5.073401489,6.007551256,7.818823718,5.12830851,11.25598893,1
6.525135986,4.339890471,4.423775161,5.376012133,6.343215931,4.305654216,10.92096761,0
7.321157649,6.449360864,6.680363667,7.019985868,7.675053794,5.064719396,11.5344294,1
6.348907315,4.000825168,4.574706158,5.353219791,6.545685703,4.304284063,11.14171508,0
8.680271403,6.939830495,8.34184096,8.238085622,9.96558581,6.277922527,12.11644867,1
6.756361309,4.619899602,5.634115891,5.860237057,7.683517631,4.724044316,11.35150775,1
6.962239634,5.307527924,6.196335997,6.454651703,7.643105244,5.355234945,12.13434292,1
7.858784764,6.107375698,6.987491229,6.619585192,8.324063581,5.447114416,11.55249075,1
5.099931906,4.515005215,4.003340227,4.762383553,6.200210942,3.940280992,10.12070518,0
6.055674474,4.322540634,5.458544327,5.446591173,7.042087008,4.351144669,10.7762699,0
6.766767914,4.426917032,5.777424276,5.681333121,6.95191393,4.902513965,11.58420723,0
6.420416412,5.573017442,5.68895711,6.166845954,6.84696905,4.763705893,11.19200651,1
6.37537169,5.41196051,6.642632845,6.462712793,7.501821452,5.157003037,12.15809846,1
6.359867372,4.438030081,5.273891203,5.913521292,8.011094988,4.57460513,11.48529405,0
7.128856002,4.730678375,5.283969632,6.755845377,7.774223446,4.764627773,10.7870956,0
7.782419256,5.089873725,7.388862624,7.684749198,9.301925055,5.093549114,11.57237048,0
9.960070815,9.919910984,9.424456141,9.299267157,11.09390166,8.12943787,13.37003382,1
5.879469969,4.978156782,5.607866377,6.030131491,7.558340695,4.609927394,11.6125496,0
6.142624285,4.335353856,4.568798939,4.872982539,6.725328909,4.507479969,10.76517858,0
7.53115094,5.634060847,6.793580787,6.497076911,8.64415041,5.156601936,11.92464494,1
8.832580748,7.209589721,8.028881267,7.70511643,9.010310543,6.047849886,12.53397821,1
6.225276106,4.576768146,5.46976593,5.855587184,7.326783452,4.406815529,10.79926907,0
6.479966491,5.271120178,4.008084884,5.398634592,6.23087776,4.203877557,10.4678298,0
5.241410846,4.254241836,4.555671173,5.514762341,5.950412711,3.90936395,10.96445043,0
8.489355921,7.231342984,7.824023331,8.577154754,9.054726232,5.843521922,12.09603487,1
5.086830999,4.348020365,4.254120816,5.099334359,6.17283028,3.900184741,10.43992279,0
6.286887816,5.147024221,5.837287058,6.19212799,6.971895064,4.380866569,10.93956407,0
6.162276275,4.338767374,5.268358385,6.01236096,6.147644671,4.130769378,10.09329186,0
6.428850315,4.856192685,4.534233533,5.013577996,6.332051449,4.122590282,11.33103182,0
6.394685464,4.166464476,4.448299613,5.215644102,7.224219216,4.776458262,11.80228929,1
6.595417985,4.457060487,5.501298701,5.45811829,7.043153789,4.421912769,11.67541805,0
6.569896277,4.487095214,5.164723456,5.788703643,6.647210484,4.342104502,10.83533053,0
5.004985812,3.942731323,4.110134317,4.915591023,5.689922459,3.826123322,10.35652752,0
5.543487564,4.313601369,4.558858389,5.533028703,6.307358702,3.84865875,11.14953153,0
7.516646281,5.583125875,6.592939083,6.98853413,7.816553623,4.780894185,12.00195304,1
6.259216408,5.250830223,5.312932877,5.962344292,5.982053309,3.77487208,9.9106762,0
7.743532066,4.771937693,6.707544844,6.748282145,7.362789578,5.304651837,12.39638653,1
5.986385611,4.598413437,5.368210895,5.497519605,6.322122183,3.971983655,10.18675949,0
5.785842018,4.499462112,4.366571106,4.944243099,6.418416318,4.195893728,10.98018552,0
5.61852857,4.540597695,4.826815781,5.553286521,6.57344017,4.050184642,10.98873839,0
6.661255669,6.026505813,5.228527166,5.524107218,6.154772239,4.61580151,10.53262469,0
5.725619516,4.52371466,5.51792421,5.794986933,6.668524455,4.175683725,10.44732335,0
9.238982169,7.233250235,8.477512127,8.004514505,9.690541405,5.911078072,12.60401543,1
6.165242586,5.834160802,5.14454815,5.486188253,6.161844171,4.201905953,10.0598212,0
5.100592924,4.932534292,4.301736633,5.238101811,6.008853897,4.037835392,10.99744067,0
6.589788298,5.904710937,5.171122575,5.783569181,6.060291856,4.112493981,10.84302719,0
5.54963609,4.420529566,4.210596848,5.526404776,5.825062714,3.837197613,10.35836764,0
7.413129253,5.019980654,7.044759479,6.69883883,8.652961234,5.316899315,12.29969892,1
6.357765208,4.848149271,5.244613606,5.658870182,6.616047296,4.803460778,11.40139815,0
5.916611017,3.975522219,4.061367362,5.176063998,5.721650228,3.943985596,10.13832217,0
6.861931028,4.486897591,5.737610236,6.313901709,6.958155628,4.689209853,11.12244966,0
4.940460707,4.797940987,3.649324692,4.467800852,5.727711007,4.234609859,10.2204128,0
7.491354962,7.959948484,7.310788933,6.957713689,8.208792582,5.790946413,12.18907011,1
7.424810726,5.215759643,7.338998243,6.993807341,7.357552258,5.490783059,11.92124877,1
5.183120875,4.221190836,4.687854464,5.296888253,6.375101837,4.053180527,10.41084517,0
5.439976432,4.624076148,4.050854657,5.163668382,6.293701466,4.16607013,10.94709269,0
5.448931384,4.094660564,4.321040798,5.136482859,5.916923029,3.932684302,10.6423357,0
7.257082313,6.27744594,5.951780074,6.435096631,6.833454001,4.364426938,10.95544834,0
6.227223854,4.094842682,5.307650827,6.075966342,6.998015923,4.513295905,11.24267625,0
7.634250863,4.559350446,6.611284818,6.789331977,7.883170944,4.81208034,11.53653121,1
5.24543654,4.453935649,3.785596466,4.891498568,6.205043948,4.141296375,10.49157737,0
7.407956824,5.257256047,6.579886476,6.855131281,7.991744158,4.835251598,11.69669053,1
5.477528342,4.227652396,4.709072409,4.976272116,6.504191844,3.523391598,10.48683737,0
6.955614736,4.543255413,6.601743213,7.18350016,7.004235657,4.556380789,10.82023357,0
6.240332125,4.446067094,5.282163796,6.076606598,6.855423077,4.475576819,10.87227405,0
7.609716596,5.02088319,6.176546153,6.603821314,7.937947883,4.920565212,12.35107932,1
8.229432097,6.949757762,7.267170324,7.156613529,8.572576837,5.558539457,12.90705721,1
7.323232422,5.265440247,6.654973399,6.105958809,7.827101417,4.653733609,12.01996456,1
8.542242308,7.09731808,8.31680052,8.302512982,8.403685982,6.177745981,12.57284933,1
8.413414589,7.048192966,7.580518966,6.986347006,8.362740709,6.033909432,12.32930338,1
5.657419253,4.365460317,5.727090509,6.107384496,6.800331444,4.413599807,10.7104562,0
7.083054432,4.213909961,6.39944627,6.198586956,7.775202223,4.541349053,11.28706274,0
7.520803037,5.285300167,6.816571097,6.795563397,8.011391529,5.425469186,11.62185213,1
7.953698383,6.771864963,7.164390916,7.496730144,8.366748128,4.769906686,11.90592168,0
6.475713267,6.239969279,4.898409185,5.496533076,6.031701602,4.178142167,11.11014556,0
6.271423333,5.82359452,4.40854611,4.941692736,5.775682599,4.450471519,10.57767864,0
5.774803065,4.740541622,4.82286576,5.543477436,6.231936053,3.828130502,10.8293966,0
7.745044811,5.354839804,6.912570501,7.156406801,8.080963063,5.214494273,11.84967189,1
8.962498563,8.138838296,8.819413964,9.065816531,8.718367925,6.123090165,11.51359759,0
5.068905357,4.213517417,4.276410984,5.545346331,6.268454318,3.722276313,10.03423833,0
6.528281698,4.425048092,5.307430421,5.680718779,6.973559931,4.580474426,11.38237748,0
7.033635164,4.929425902,6.339495993,6.009620628,7.458150767,4.812500071,11.78038123,1
4.89522789,4.237327279,4.483095318,5.131395287,6.057057129,3.868415158,10.58978703,0
6.047086695,3.919274458,5.177791248,5.52959041,6.632827858,4.310408347,11.1443601,0
5.744495997,4.373630261,4.813848882,5.418314469,6.206927986,4.007762258,10.8486975,0
6.254817681,5.714361811,4.882220908,5.198822922,6.21138009,4.413380319,10.73402455,0
5.33678803,4.624970422,4.827720899,5.538686654,6.050417278,4.976994231,10.85499088,0
6.610300671,4.368169208,4.886772113,5.866621638,5.431490359,4.49122087,10.70328536,0
8.247047064,8.483542013,8.211535197,8.222830825,8.568801437,5.86969534,12.5561784,0
7.496861024,6.203765267,6.95919954,7.118879322,8.162590272,5.271137127,12.5216639,1
9.416918758,7.914483805,8.940950818,8.814814551,10.34530814,7.630818136,13.69928182,1
6.718164243,4.940628617,5.978226617,6.22142761,6.952453358,4.345370418,10.98276697,0
7.308532895,6.176121656,6.198288027,6.569968388,6.848409547,4.613837206,10.82957016,0
8.548241346,8.745253594,7.821932319,7.914881121,7.846382637,4.866787367,11.20979947,0
5.877835636,5.157453662,4.527699744,5.304421806,5.929604076,4.284990301,10.62628666,0
5.10890345,4.582240078,3.943367176,4.995786793,6.125819878,3.978312355,10.7778044,0
6.241195162,4.998542727,5.136579598,5.611165525,6.36297256,4.187000159,11.17893397,0
6.997161886,4.630716656,5.953420884,6.060291958,7.292934677,4.275656515,11.26318548,0
7.068338777,6.064922762,6.308799194,6.977838353,7.302630732,4.567203372,11.43195766,0
